No,Nama_Dosen,Prodi,Fakultas,Profile_URL_SINTA,Profile_URL_GScholar,Sinta_Score,Sinta_Score_3Yr,Affil_Score,Affil_Score_3Yr,Total_Publikasi_GS,Sitasi_GS,h_index_GS,i10_index_GS,Pub_2020,Pub_2021,Pub_2022,Pub_2023,Pub_2024,Pub_2025,Pub_2026,Kategori_Kinerja,Anomali,Keterangan_Anomali
731,RAHMAD PRAJONO,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6130097,https://scholar.google.com/citations?user=w5SsF9gAAAAJ,100,36,1678330,418897,29,272,7,7,6,3,5,1,3,2,1,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
732,ADI KARYA,Biologi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6782733,https://scholar.google.com/citations?user=tnDQ2gMAAAAJ,391,113,1435470,235042,29,187,8,8,2,4,3,3,2,1,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
733,ABRIANSYAH,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6693463,,0,0,0,0,29,178,8,5,0,0,0,0,0,0,0,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
734,ANDRIANI PUSPITANINGSIH,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6693634,https://scholar.google.com/citations?user=lVzAU5cAAAAJ,48,12,1168120,537405,29,155,6,2,1,2,4,4,3,7,5,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
735,NASRUDIN,Farmasi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6011970,https://scholar.google.com/citations?user=TQrniaMAAAAJ,1077,626,0,0,29,139,6,3,4,2,5,1,3,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
736,WAHAB,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6196560,https://scholar.google.com/citations?user=NelWueEAAAAJ,1279,557,0,0,29,127,5,5,3,3,3,7,3,3,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
737,YACOBUS YULIANTO DALANGA,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6991155,https://scholar.google.com/citations?user=fwnZXeoAAAAJ,332,92,1421560,254542,29,116,6,5,1,1,3,4,3,1,0,Cukup,Tidak,
738,LA ODE AHMAD JAZULI,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6036083,https://scholar.google.com/citations?user=1UQyAcwAAAAJ,355,89,1136320,128415,29,115,5,2,4,0,1,1,0,1,0,Cukup,Tidak,
739,SRI YULIANI M,Pendidikan Guru Pendidikan Anak Usia Dini (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6785478,https://scholar.google.com/citations?user=Iwbb2YgAAAAJ,58,21,1423600,604292,29,113,5,3,1,2,6,3,11,1,0,Rendah,Tidak,
740,RUWIAH,Gizi (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/6721754,https://scholar.google.com/citations?user=pEswgQQAAAAJ,23,13,743999,378470,29,91,5,2,1,4,4,6,3,3,3,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
741,SANTIADJI MUSTAFA,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6692754,https://scholar.google.com/citations?user=PF-gOi8AAAAJ,95,2,3946350,88073,29,79,4,3,2,2,2,0,0,0,1,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
742,MUHAMMAD ILHAM KADAR,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6802207,https://scholar.google.com/citations?user=TQg4CXwAAAAJ,215,199,1113880,823246,29,69,4,2,0,1,6,8,5,6,3,Cukup,Ya,[D] Lonjakan Tidak Wajar: 500% di Tahun 2022. 
743,HAMIRUL HADINI,Agroteknologi (S1),Fakultas Pertanian,https://sinta.kemdiktisaintek.go.id/authors/profile/5974415,https://scholar.google.com/citations?user=Qy1KYswAAAAJ,125,54,1053270,630656,29,48,4,0,2,0,0,8,6,4,2,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
744,SUBHAN,Ilmu Kelautan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5975635,https://scholar.google.com/citations?user=RaJxN9QAAAAJ,3939,930,3939,930,29,42,4,0,0,3,11,1,2,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
745,MUSTIKA,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6699312,https://scholar.google.com/citations?user=fYfiwdoAAAAJ,1583,1039,1583,1039,29,32,4,0,4,7,1,2,0,1,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
746,SYAMSUMARLIN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6650070,https://scholar.google.com/citations?user=oQkQMlMAAAAJ,269,141,0,0,29,31,3,1,0,0,4,7,1,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
747,AGUS SETIAWAN,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/6026827,https://scholar.google.com/citations?user=aUmAgpMAAAAJ,2756,937,2756,937,29,17,3,0,2,0,2,0,8,13,2,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
748,SARNELY UGE,Pendidikan Guru Sekolah Dasar (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6780512,https://scholar.google.com/citations?user=-sRR-lkAAAAJ,151,37,2053250,1024180,28,516,6,3,0,0,5,9,6,4,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
749,SAKKA HASAN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6041486,https://scholar.google.com/citations?user=thYD61UAAAAJ,149,21,1382710,301667,28,423,7,2,7,2,8,2,5,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
750,SUKURNI,Pendidikan Profesi Ners (Profesi),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6694112,https://scholar.google.com/citations?user=hfH9kcEAAAAJ,93,23,1088730,520109,28,269,7,6,4,1,5,3,7,3,2,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
751,AMBO UPE,Sosiologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/260351,,628,103,9227450,2032740,28,260,8,6,0,0,0,0,0,0,0,Produktif,Diperbaiki,Sinta Profile Rescued
752,SI MADE NGURAH PURNAMAN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6817747,https://scholar.google.com/citations?user=5bhUXX4AAAAJ,48,22,1268800,905097,28,234,5,3,2,0,0,4,6,9,5,Rendah,Tidak,
753,ALIMIN,Kimia (S2),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6778471,https://scholar.google.com/citations?user=q0E3gkgAAAAJ,1175,532,0,0,28,145,8,6,1,1,1,1,4,11,1,Berpengaruh,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
754,ARVYATY,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6002335,https://scholar.google.com/citations?user=d4H4rbIAAAAJ,123,3,2221340,88097,28,141,7,3,1,2,0,1,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
755,FARID YASIDI,Manajemen Sumber Daya Perairan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6937668,https://scholar.google.com/citations?user=7NCO37QAAAAJ,89,51,752390,51770,28,83,5,2,1,1,0,2,1,6,4,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 500% di Tahun 2025. 
756,MUHAMAD SALEH,Pendidikan Pancasila Dan Kewarganegaraan (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/5997189,https://scholar.google.com/citations?user=W5XYOLYAAAAJ,699,321,0,0,28,81,5,3,0,0,0,0,0,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
757,LA BILU,Pendidikan Pancasila Dan Kewarganegaraan (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6663732,https://scholar.google.com/citations?user=ai3ULa4AAAAJ,310,132,865622,484854,28,74,5,1,3,3,1,6,7,3,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 500% di Tahun 2023. 
758,SAHUR SAERUDIN,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6693678,https://scholar.google.com/citations?user=ODaeq_oAAAAJ,103,91,1036410,846413,28,73,5,2,0,1,0,3,10,10,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
759,YULI LESTARI LABANGU,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6693016,https://scholar.google.com/citations?user=YrdLrrQAAAAJ,33,22,1122710,644860,28,73,5,2,1,2,4,5,6,5,3,Rendah,Tidak,
760,BAKTI,Ilmu Pemerintahan (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6027377,https://scholar.google.com/citations?user=yvE6nMwAAAAJ,3331,928,3331,928,28,67,4,1,4,1,2,16,13,21,9,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 700% di Tahun 2023. 
761,HERIANSYAH,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6198104,https://scholar.google.com/citations?user=L8nHVdgAAAAJ,2147,648,2147,648,28,57,5,2,1,4,6,5,5,4,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
762,LA ODE AHMAD SAKTIANSYAH,Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/6693262,https://scholar.google.com/citations?user=UDxNBRAAAAAJ,104,62,485952,162452,28,50,4,0,0,0,0,0,0,0,0,Rendah,Tidak,
763,MUHTAR ASSHAGAB,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6003297,https://scholar.google.com/citations?user=aLQ5V9AAAAAJ,71,45,1419760,639853,28,50,4,1,4,0,4,5,4,4,3,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
764,ASA HARI WIBOWO,Teknik Informatika (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6804732,https://scholar.google.com/citations?user=ZJ4z2g8AAAAJ,122,120,824932,699415,28,49,3,1,0,0,1,3,6,12,3,Rendah,Tidak,
765,I MADE KRISNA ADHI DAHRMA,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6693572,https://scholar.google.com/citations?user=YHTwGTEAAAAJ,20,2,828368,112332,28,40,5,0,0,0,3,6,4,2,0,Rendah,Tidak,
766,MUHAMMAD JUWANTHO LEWA,Pendidikan Ekonomi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6936128,https://scholar.google.com/citations?user=LpVY8SUAAAAJ,10,3,391879,101274,28,31,4,0,0,0,0,0,0,16,15,Buruk,Tidak,
767,LA ODE MARHINI,Tradisi Lisan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6774062,https://scholar.google.com/citations?user=mTgGxDQAAAAJ,97,48,759672,439764,28,24,3,0,1,2,3,9,8,3,0,Rendah,Tidak,
768,ARI SARTINA,Farmasi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6680710,https://scholar.google.com/citations?user=wTXd2hsAAAAJ,271,102,1175920,319422,27,263,8,8,6,0,1,0,4,4,4,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
769,MUH. SJAIFUL,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors?q=MUH.+SJAIFUL&search=1,https://scholar.google.com/citations?user=ZSmdii8AAAAJ,0,0,0,0,27,129,5,3,1,2,4,4,1,1,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
770,MUHAMMAD SYARIF,Ilmu Ekonomi (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6681449,https://scholar.google.com/citations?user=3WLGheoAAAAJ,2679,608,0,0,27,97,5,2,3,3,1,3,3,2,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
771,LA ODE JABUDDIN,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6834535,https://scholar.google.com/citations?user=UAvk-CAAAAAJ,204,107,908891,487672,27,96,5,2,3,0,0,3,8,5,0,Cukup,Tidak,
772,DANIAL,Antropologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6734711,,863,591,832,578,27,77,5,1,0,0,0,0,0,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [C] Inaktif: Profil Tidak Ditemukan / 0 Publikasi. 
773,STATISWATY,Teknik Informatika (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6858678,https://scholar.google.com/citations?user=mjJ2uWEAAAAJ,379,156,952999,164221,27,72,6,1,1,2,0,0,4,5,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
774,ROHMANA,Pendidikan Bahasa Inggris (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6762928,https://scholar.google.com/citations?user=azNU444AAAAJ,749,420,0,0,27,69,3,1,6,0,6,6,2,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
775,WA ODE HIJRAH,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6850459,https://scholar.google.com/citations?user=GLmF4goAAAAJ,19,8,805918,464636,27,62,4,1,4,1,2,4,4,5,2,Rendah,Tidak,
776,LA TIKE,Pendidikan Bahasa Dan Sastra Indonesia (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6870248,https://scholar.google.com/citations?user=0wA2hxYAAAAJ,10,9,614412,526335,27,37,3,1,0,1,2,4,10,4,4,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
777,KOMANG WAHYU RUSTIANI,Tradisi Lisan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6201224,https://scholar.google.com/citations?user=tB0g3G4AAAAJ,72,57,1320670,655299,27,32,3,1,2,5,6,3,2,2,0,Rendah,Tidak,
778,NURNIA,Pendidikan Bahasa Inggris (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6716802,https://scholar.google.com/citations?user=ijJMo0EAAAAJ,523,248,0,0,27,27,4,0,2,2,2,4,2,3,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
779,JAHIDIN,Teknik Geofisika (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6684820,https://scholar.google.com/citations?user=ZnJpx_gAAAAJ,3992,852,0,0,27,22,3,0,3,1,2,5,3,0,0,Berpengaruh,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
780,MUH HAIDIR HAKIM,Peternakan (S1),Fakultas Peternakan,https://sinta.kemdiktisaintek.go.id/authors/profile/6778593,https://scholar.google.com/citations?user=RhzelCoAAAAJ,13,8,728863,464632,27,12,2,0,0,0,4,5,1,13,2,Buruk,Ya,[D] Lonjakan Tidak Wajar: 1200% di Tahun 2025. 
781,AHMAD MUSTAFA,Perikanan Tangkap (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5981364,https://scholar.google.com/citations?user=MAj-ee8AAAAJ,733,137,2297870,45297,26,356,9,9,1,2,1,1,0,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
782,EMIYARTI,Ilmu Kelautan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5981308,https://scholar.google.com/citations?user=5fEy8fcAAAAJ,200,60,1215320,0,26,285,9,9,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
783,L.M. FID AKSARA,Teknik Informatika (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors?q=L.M.+FID+AKSARA&search=1,https://scholar.google.com/citations?user=2xL2bpIAAAAJ,0,0,0,0,26,209,7,5,0,0,0,0,0,0,0,Rendah,Tidak,
784,SYARIFUDDIN,Pendidikan Fisika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6815854,https://scholar.google.com/citations?user=ZKDI7IAAAAAJ,1910,829,0,0,26,135,8,3,4,4,5,4,5,3,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
785,MARWATI,Pendidikan Bahasa Dan Sastra Indonesia (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6146867,https://scholar.google.com/citations?user=Wi1Y59IAAAAJ,2050,605,2050,605,26,113,6,3,4,4,2,2,1,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
786,KASMAN ARIFIN,Pendidikan Biologi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6716301,https://scholar.google.com/citations?user=6l50dnUAAAAJ,68,42,855610,473326,26,77,4,2,0,1,3,5,6,6,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
787,NYOMAN YUDI ANTARA,Bioteknologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6744854,https://scholar.google.com/citations?user=9GraGPgAAAAJ,247,136,1480450,483618,26,74,5,2,2,2,3,4,3,6,4,Cukup,Tidak,
788,AFRIANI ULYA,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6845896,https://scholar.google.com/citations?user=GiuHWvkAAAAJ,190,134,1416560,749380,26,42,4,0,1,1,0,4,6,7,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
789,ERMA PRATIWI NUFI,Bimbingan dan Konseling (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6951430,https://scholar.google.com/citations?user=wV3zPwYAAAAJ,597,314,1104470,837736,26,42,3,2,1,1,0,0,1,15,7,Produktif,Ya,[D] Lonjakan Tidak Wajar: 1400% di Tahun 2025. 
790,ARFIANI,Penyuluhan Pertanian (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6748565,https://scholar.google.com/citations?user=baK4a40AAAAJ,1978,533,0,0,26,41,3,1,1,0,0,1,11,8,4,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 1000% di Tahun 2024. 
791,ENNY WATI,Manajemen (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6797401,https://scholar.google.com/citations?user=paGuum4AAAAJ,470,162,0,0,26,37,3,1,3,1,0,2,2,4,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
792,LA YANI,Pendidikan Bahasa Dan Sastra Indonesia (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6870041,https://scholar.google.com/citations?user=XlpUxa0AAAAJ,262,233,0,0,26,33,3,1,2,1,2,2,5,1,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
793,WEKO INDIRA ROMANTI AULIA,Arsitektur (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6658701,https://scholar.google.com/citations?user=QZhHsNAAAAAJ,109,35,1026200,268411,26,27,3,0,2,1,1,2,4,7,0,Rendah,Tidak,
794,LA KOLAKA,Pendidikan Biologi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6738628,https://scholar.google.com/citations?user=aiO4wzYAAAAJ,21,14,1042800,617727,26,25,3,0,1,1,2,4,8,6,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
795,NILAWATI UTE,Pendidikan Fisika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6778855,https://scholar.google.com/citations?user=D2HIIsgAAAAJ,25,15,941292,502704,26,23,2,1,1,3,1,3,6,8,4,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
796,LA ODE GEO,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6194048,https://scholar.google.com/citations?user=yE4MvYQAAAAJ,291,0,1196640,0,26,22,2,1,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
797,WD RIZKY AWALIAH NAFIU,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6707008,https://scholar.google.com/citations?user=Z2iR_u0AAAAJ,81,57,1143960,827461,26,9,2,0,0,3,1,4,8,6,1,Rendah,Tidak,
798,ANWAR BEY,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6035333,https://scholar.google.com/citations?user=ThBdGbMAAAAJ,87,3,2182260,101270,25,306,8,6,1,1,1,0,1,0,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
799,WA ODE ASWATI,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6693560,https://scholar.google.com/citations?user=RvI_EewAAAAJ,99,66,1286000,417143,25,273,5,3,0,2,3,6,5,3,2,Rendah,Tidak,
800,"SARINAH, M.A.P",Ilmu Administrasi Negara (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6927253,https://scholar.google.com/citations?user=CAasMMgAAAAJ,123,117,859794,758464,25,221,8,7,0,0,0,0,1,21,1,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
801,"IR. TERRY PAKKI, M.SI",Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6674201,https://scholar.google.com/citations?user=WsQfnjgAAAAJ,49,9,1124770,402945,25,155,6,5,0,3,2,5,3,0,0,Rendah,Tidak,
802,RIVI HANDAYANI,Perpustakaan dan Ilmu Informasi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6651306,https://scholar.google.com/citations?user=O9iyDuUAAAAJ,58,13,1390880,678238,25,148,7,4,2,2,2,4,6,2,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
803,AMIRULLAH,Biologi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6002992,https://scholar.google.com/citations?user=UEvGn_sAAAAJ,3044,907,0,0,25,132,5,2,2,1,3,3,5,3,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
804,ELMY SELFIANA MALIK,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6680851,https://scholar.google.com/citations?user=xo4nWu0AAAAJ,76,14,1068630,477837,25,129,4,1,4,4,5,7,1,1,0,Rendah,Tidak,
805,SUJONO,Ilmu Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6160346,https://scholar.google.com/citations?user=QNGzsY0AAAAJ,3294,596,0,0,25,98,5,3,4,7,1,3,1,0,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
806,INDRAYANI,Perikanan Tangkap (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6794892,https://scholar.google.com/citations?user=reVBhuAAAAAJ,854,681,837,666,25,96,5,4,1,2,0,7,5,6,1,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
807,MUSTHAMIN BALUMBI,Pendidikan Biologi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6774822,https://scholar.google.com/citations?user=Y5OfJSIAAAAJ,137,57,1049610,231843,25,83,5,2,3,3,2,2,1,5,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
808,JABAL NUR,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6046180,https://scholar.google.com/citations?user=Y7mvWDIAAAAJ,462,262,203,124,25,69,5,1,1,1,5,12,0,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
809,WA ODE MULYANA,Pendidikan Kimia (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6770724,https://scholar.google.com/citations?user=7C9e7DsAAAAJ,18,8,603978,389756,25,63,3,1,0,3,2,4,6,6,1,Rendah,Tidak,
810,PRANITA ARITRINA SYAFRI,Kedokteran (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6680781,https://scholar.google.com/citations?user=ZovRKokAAAAJ,226,138,1150570,494235,25,59,5,2,2,2,6,4,0,5,3,Cukup,Tidak,
